Issue key,Issue id,Custom field (Exposure),Summary,Reporter,Created,Custom field (Customer Name),Custom field (State Reason),Component/s,Component/s,Custom field (Closed Reason),Status,Custom field (Found in build),Custom field (Fix in Build),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Assignee,Custom field (Root Cause),Resolution
BT-54013,1069361,2-High,[Razer][C8 Bluetooth][A2dp offload enalbed] [AX411] BT Audio Device output Left and Right channel is reversed,yaochien,20/Dec/21 11:37 AM,WIKO,Fixed,FW- Audio -> Voice,,,Closed,22.90.3.2,PHBTW50842_22.130.0.2,Garfield Peak 4 Solar (AX411),,,,,,,,,,,,,,,,,,,,,,A2DP-Offload,Audio,,,,,,,,,P2-High,yaochien,implemented a Fw WA to adjust 16 bit offset in the input of the PCM. This avoids the Solar issue of Left and Right channel switching. Working with HW team on exact defect leading to this problem,Fixed
BT-51583,1057514,1-Critical,[ASUS-Gaming][ADL-P][NR2201Z][AX211 1216] BT yellow bang during BT on/off aging test,yaochien,06/Dec/21 4:56 PM,Asus,Fixed,FW- Transport,,,Closed,22.90.0.4,PHBTW45286_22.100.1.1,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,22.110_Blocker,Internal_jira_First,LPM_L1_Flow,YellowBang,,,,,,,P2-High,yaochien,"We see an issue where firmware is stuck in USB TX fifo flush, when
core is in USB LPML1 sleep.
We also see early suspend interrupt status as set when this issue occurs,
even when 3ms has not elapsed since the last packet over the line.
If LPM L1 is disabled, issue is not reproduced.",Fixed
BT-50885,1053905,3-Medium,[ASUS MB][ADL-S][GfP2][BT][22.100][Ibterverify] ibterverify version mismatch,yaochien,01/Dec/21 3:42 PM,Asus,Fixed,Host Windows- Tools,,,Closed,22.100.0.3G,PHBTW46154_22.120.0.1,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P3-Medium,yaochien,Version was not done for file itself. It was hardcoded in the source and provided command line option.,Fixed
BT-49477,1045398,1-Critical,[HP&ALL] A2DP Offload feature is enabled in JfP on TGL and HrP on ADL when feature is not supported. ,cmnagara,23/Nov/21 1:50 PM,HP,Fixed,Host Windows- Driver->ibtusb,,,Closed,21.80.0.4,nightly,Jefferson Peak 1 Quasar (9461),Jefferson Peak 1 Quasar (9462),Jefferson Peak 1 Solar (9461),Jefferson Peak 1 Solar-F (9461),Jefferson Peak 2 Quasar (9560),Jefferson Peak 2 Solar (9560),Jefferson Peak 2 Solar-F (9560),,,,,,,,,,,,,,,,22.110_Blocker,A2DP-Offload,,,,,,,,,P2-High,ethange,Blacklisted requested cnvi/cnvr combinations,Fixed
BT-49205,1044871,1-Critical,[Huawei/Huaqin][Emmy-F/ADL-P/AX201][WIN10][System exception] Bluetooth device will show YB and YB code is 10 when running BT device disable and enable test.,wesleyku,22/Nov/21 10:14 AM,Huawei,Fixed,FW- Transport,,,Closed,22.90.0.4,PHBTW45104_22.90.4.1,Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,22.100_Blocker,22.110_Blocker,22.90_Blocker,Internal_jira_First,LPM_L1_Flow,YellowBang,,,,,P2-High,wesleyku,"Issue disappeared when LPM L1 feature is disabled in 22.90 branch

This fix has bee delivered as part of JIRA BT-49899",Fixed
BT-48937,1043543,1-Critical,[Samsung][Mars2-13/ADLP/GfP2 HVM][Win11 21H2] YB( Yellow Bang) Bluetooth issue PV1 stage when run test ALT SAS (S4) ,wesleyku,19/Nov/21 11:23 AM,Samsung,Fixed,FW- Transport,,,Closed,PV1 Stage,PHBTW45104_22.90.4.1,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,Internal_jira_First,ivg-support,LPM_L1_Flow,,,,,,,,P2-High,wesleyku,"Issue disappeared when LPM L1 feature is disabled in 22.90 branch

This fix has been delivered as part of JIRA BT-49899",Fixed
BT-46763,1033478,2-High,"[Huawei][Quanta][H9A][WrightD_Intel][AX201][20H2][BT][805175106] The Bluetooth speaker normally sends a connection broadcast, and the packet is sent at an interval of 20ms, and the PC side does not receive the broadcast for up to 22s.",yaochien,02/Nov/21 1:05 PM,Huawei,Fixed,FW- Protocol -> ADV,,,Closed,22.80.0.4,PHBTW46154_22.120.0.1,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,,,,,,22.120_Blocker,FW,,,,,,,,,P2-High,yaochien,"If an advertiser, that matches a filter condition but could not be monitored,
as all the entries are allocated and all existing monitored devices are received with higher RSSI
than the new received advertising, then this ADV report was discarded.

",Fixed
BT-46469,1026687,3-Medium,[Samsung] Strange name of msi package appears when removing BT driver,wesleyku,25/Oct/21 1:19 PM,Samsung,Fixed,DevOps->Jenkins,,,Closed,v22.90.0.4 PHBTW41273,PHBTW43828_22.100.0.3,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P3-Medium,wesleyku,MSI naming during signing needed modification,Fixed
BT-46230,1023519,2-High,[HP/SIO2035975][Calhoun][ADL P/GFP2/22000.194&258][A2DP Offload] BT scan nothing when BT inquiry + BT A2DP music playing test together.,szchen,20/Oct/21 5:36 PM,HP,Fixed,FW- Audio -> Voice,,,Closed,PHBTW38746_22.80.1.1G,PHBTW43098_22.100.0.2,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,22.100_Blocker,Audio,Audio_A2DP,AudioOffload,ivg-support,,,,,,P2-High,szchen,"The issue is L2CAP Packet Cntr is supposed to be in sync with Fifo Buffers.

When Fifo buffers are cleared without proper update on the cntr,  the ACL link priority scheme always keep the ACL link in highest priority and  Inquiry / Page scan/LE scan kind of jobs will be impacted.

The fix is to update the cntr in sync with buffer free logic.",Fixed
BT-46081,1022702,2-High,[Samsung][TGL/CFL/JfP/HrP/TyP][Win10/Win11] BT mouse/keyboard does not work if trying to use it after leaving it about 10+ minutes or turn it off and on,wesleyku,19/Oct/21 9:21 PM,Samsung,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,v22.80.0.4 PV PHBTW38554,PHBTW43946_22.110.0.1,Cyclone Peak 2 (AX200),Typhoon Peak 2 (AX210),,,,,,,,,,,,,,,,,,,,,ivg-support,,,,,,,,,,P2-High,wesleyku,"LT_ADDR mismatch is the cause for the paging procedure to fail.

When we get page req from any device & post baseband connection if we don't succeed, on newconnection timeout we are not clearing the LT_ADDR stored against the same linkIndex.

On the subsequent paging on any LT_ADDR different from the previous failing LT_ADDR will result in mismatch because it has the old LT_ADDR retained & the because of design we OR the LT_ADDR in a link.

we clear the LT_ADDR in a linkindex only when we start the pagescan not in the subsequent resume pagescan post failed to establish a connection as seen above.",Fixed
BT-45837,1017465,2-High,[Dynabook][TGL/AX201/21H2][FW exception][Audio Offload] The Bluetooth connection between PC and cell phone is not stable when make phone call with Your Phone app on BT audio offload enabled models.,yaochien,12/Oct/21 4:28 PM,Dynabook Inc,Fixed,FW- Audio -> Voice,,,Closed,win11 22000.194,https://ubit-artifactory-ba.intel.com/artifactory/ibt-binaries-ba-local/CI/HOST/PHBTW_CI43443_22.20.21473.43443/,Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,22.110_Blocker,Audio,AudioOffload,,,,,,,,P2-High,yaochien,"3EV3, 2EV5, 3EV5 ,EV4, EV5 packets demands more than 60bytes of
coded data OTA. The codec cannot perform in this mode, so in
offloaded codec solution we need to disable this.",Fixed
BT-45129,1008055,1-Critical,[Lenovo ThinkPad JP/LCFC][P15/P17 Gen2/TGL/TyP][Win11][HLK][BSOD 0xC4] P15 Gen2 QN20E1 & QN20E5: Win11: HLK: System - PNP with IO test solid BSOD C4 @ caused by Intel BT driver,wesleyku,28/Sep/21 4:42 PM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtusb,,,Closed,22.80.0.4,PHBTW43098_22.100.0.2,Garfield Peak 2 Solar (AX211),Typhoon Peak 2 (AX210),,,,,,,,,,,,,,,,,,,,,22.100_Blocker,,,,,,,,,,P2-High,wesleyku,"EtwRegister/Unregister calls expected as per MSDN KMDF drivers to be under DriverEntry and unload. Currently in ibtusb driver, we have put it under device context under preparehardware and devicecleanup and HLK not able to detect these calls. So moved to driver context as per MSDN rules.",Fixed
BT-44506,1002426,1-Critical,[HP/SIO2023952][Magneta][ADL/GFP2/22000.176][A2DP Offload] DUT OPP received picture will show abnormal if transferring files with BT headset music playing ,szchen,16/Sep/21 1:00 PM,HP,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,PHBTW35907_22.70.1.1G,PHBTW43098_22.100.0.2,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,22.100_Blocker,A2DP-Offload,Audio,,,,,,,,P2-High,szchen,"The concurrent DMA access for OPP, A2DP Offload and  Data path from DRAM to RF path.  The peripheral bus is busy with mutliple concurrent copies. This is a workaround to reduce the load to avoid the data corruption in DRAM",Fixed
BT-44232,997182,2-High,[HP][Dashiell][ADL/GfP2&GfP4/win11][A2DP Offload] AAC headset have sound lag issue (CND when platform disable A2DP offload or Chg to SBC headset ),szchen,10/Sep/21 2:12 PM,HP,Fixed,FW- Audio -> Voice,,,Closed,PHBTW35907_22.70.1.1G,PHBTW43828_22.100.0.3,Garfield Peak 2 Solar (AX211),Garfield Peak 4 Solar (AX411),Monroe Peak 2 Solar (AX204),,,,,,,,,,,,,,,,,,,,22.100_Blocker,A2DP-Offload,Audio,IVG-IOP,,,,,,,P2-High,szchen,There is codec bug in limiting the packet length. Currently the change is WA to reduce the bit rate to 128kbps and there by reducing chance to exceed 640bytes mostly.  But final fix will be from codec and it is tracked under BT-49458.,Fixed
BT-42169,947764,2-High,[HP/Dogfood[Spyker][TGL/AX201/21H1][HFP Noise] BT headset can't hear voice and mic not workable during a phone call,szchen,05/Aug/21 1:13 PM,HP,Fixed,FW- Audio -> Voice,,,Closed,PHBTW35843_22.70.0.3G,,Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,22.90_Candidate,AudioOffload,Duplicate_by_RCA,Duplicate_By_RCA,Internal_jira_First,,,,,,P2-High,szchen,,Fixed
BT-41928,946160,1-Critical,"[Huawei][Quanta][H9H][HookeD][TGL][AX201][21H1][BUG-20210802-32961]HLK-Bluetooth - HciExtension1 (Bring Up) fails with Reserved flags (0xffffffffffffff80) are set by the radio, they should be zeroed out.",byang10,03/Aug/21 8:57 AM,Huawei,Fixed,Host Windows- Driver->ibtusb,,,Closed,22.50,PHBTW38554_22.80.0.4,Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,22.80_Candidate,A2DP-Offload,Internal_jira_First,IVG_Support,,,,,,,P2-High,byang10,"Cobalt RTM build number was not available during the A2DP offload feature integration. Due to this, the check was implemented to enable A2DP offload for Windows  builds greater than 19041.",Fixed
BT-40609,936004,2-High,"[Huawei][Wingtech][Dirac][TGL UP4][AX201][21H1] [FATAL EXCEPTION 0x92]Connect the Bluetooth headset for a Bluetooth search, and the Bluetooth drive is missing",byang10,08/Jul/21 4:44 PM,Huawei,Fixed,FW- Protocol -> eSCO,,,Closed,22.60.0.6,22.80,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,,,,,,BtFWException,Internal_jira_First,IVG_Support,,,,,,,,P2-High,byang10,,Fixed
BT-40297,934489,1-Critical,[Clevo][AX210NGW][TGL-H][Fatal Exception][Exception - 0x7E]Bluetooth headphones can't auto reconnect after S3 resume.,yaochien,06/Jul/21 3:54 PM,Clevo,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,PHBTW33435_22.60.0.6G.zip,PHBTW_WEEKLY1265_22.90.21312.36301,Typhoon Peak 2 (AX210),,,,,,,,,,,,,,,,,,,,,,22.80_Candidate,BtFWException,,,,,,,,,P2-High,yaochien,"The checks for the assert are updated.
This does not have core (protocol) changes.",Fixed
BT-39873,927152,1-Critical,[Dynabook][CML/TGL/JfP1][System Exception] Bluetooth radio keep refreshing when moving Bluetooth mouse,wesleyku,24/Jun/21 11:07 AM,Dynabook Inc,Fixed,FW- Protocol -> ACL_LE,,,Closed,Intel Bluetooth Driver: 22.60.0.6,PHBTW36041_22.70.2.1,Jefferson Peak 1 Quasar (9462),,,,,,,,,,,,,,,,,,,,,,22.70_Blocker,BtFWException,Internal_jira_First,IVG_Support,,,,,,,P2-High,wesleyku,RCA document attached.,Fixed
BT-37959,803013,2-High,[Samsung][Venus-13/TGL/TyP2][SmartThings][20H2] Lost address information of connectable adv from non-connectable advertising during ModernStandby,wesleyku,07/May/21 12:19 PM,Samsung,Fixed,FW- Protocol -> ADV,,,Closed,v22.50.0.2 PV PHBTW28375 for Samsung SmartThings,"PHBTW30631_22.50.1.1, PHBTW31292_22.60.0.3",Typhoon Peak 2 (AX210),,,,,,,,,,,,,,,,,,,,,,22.60_Blocker,,,,,,,,,,P2-High,wesleyku,"Windows BT stack does not use LL Privacy yet. Hence, it is responsible for periodic refreshing of the random address of ADV instances it owns. The period is assumed to be 15 mins with a margin of +-1min. The address refresh works fine when the PC is in S0. But, when the PC is in Modern Connected Standby, Windows BT stack stops refreshing the random address due to a bug. This causes Privacy issue (device is trackable as the MAC address remains same for as long as the device is in Modern Standby) as well as a breakdown in SmartThings functionality.
Controller resets the GATT Instance Addr field in Offload ADV instance Service Data if the address has not been refreshed for an hour. The address in this field is used by the remote device to identify the connectable ADV coming from the same device. Even though a connectible ADV is present, due to the field being set to 0, the remote device cannot connect to the device causing SmartThings functionality to breakdown.
Privacy issue in Windows platforms can only be fixed by MSFT. So, that is out of scope of this jira ticket. The fix here is to make sure that SmartThings functionality will still work with the accepted loss of privacy.
The fix done is to not reset the GATT instance MAC address field on PID rotation 1 hr timer expiry while GATT ADV instance is still enabled for advertising.
",Fixed
BT-37632,794541,1-Critical,"[Dell] [Modena TGL] BT devices cannot be scanned at BT ""Add a device"" interface when A2DP Offload music streaming is playing.",yaochien,30/Apr/21 3:33 PM,Dell,Fixed,FW- Audio -> Voice,,,Closed,19.0.21025.22393 / 22.50.0.2,master,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,,,,,,22.80_Customer,A2DP-Offload,Audio,Controller_FW,Internal_jira_First,PROTOCOL,,,,,P2-High,yaochien,"https://jira.idoc.intel.com/browse/BT-37453 is implemented.
",Fixed
BT-37615,787347,1-Critical,[Samsung][Mars/Venus/TyP2/HrP2][SmartThings] HW Error occures if using Quick Share app while BLE advertising by SmartThings,wesleyku,29/Apr/21 11:08 PM,Samsung,Fixed,FW- Protocol -> ADV,,,Closed,v22.50.0.2 PV PHBTW28375 for Samsung SmartThings,PHBTW30759_22.50.1.1,Typhoon Peak 2 (AX210),,,,,,,,,,,,,,,,,,,,,,22.60_Blocker,,,,,,,,,,P2-High,wesleyku,Please refer RCR doc,Fixed
BT-35919,776619,1-Critical,[HP][ADL-S/GFP/21H1] ADL platform cannot install  ADL BETA driver 22.30.0.2 (T-Layout),szchen,08/Apr/21 10:40 PM,HP,Fixed,Host Windows- Installer,,,Closed,PHBTW23111_22.30.0.2_T_G,PHBTW29126_22.30.0.2_T_,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,szchen,"as mentioned earlier, the issue got introduced because of signing/certification issues from MSFT end. The same is overcome by preparing the 22.30 Rev2 host with the same FW & Host bases & getting the corresponding CAT files & recreating the respin build. Please find the NEW 22.30 rev2 equivalent T layout.
- https://ubit-artifactory-ba.intel.com/artifactory/ibt-binaries-ba-local/RELEASE/HOST/PHBTW29126_22.30.0.2_T_/Layout/",Fixed
BT-33735,758342,2-High,[Huawei][Quanta][KelvinD][TGL-U][AX201][20H2][BT][FW Exception] BT function full lost during on-line game playing.,byang10,04/Mar/21 4:15 PM,Huawei,Fixed,FW- Protocol -> ACL_LE,,,Closed,22.20.1.1,,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,,,,,,BtFWException,Domain-OEM,Internal_jira_First,,,,,,,,P2-High,byang10,,Fixed
BT-26472,695406,2-High,"[Huawei][Quanta][BohrM-NobelM][AMD_Lucienne][AX200][20H2][FW-Exception] User created Multi-screen Collaboration for a while, find Intel BT device shows YB(code 10)",byang10,18/Jan/21 3:58 PM,Huawei,Fixed,FW- Misc,,,Closed,22.20.0.3,PHBTW_WEEKLY1233_22.50.21072.24094 ,Cyclone Peak 2 (AX200),,,,,,,,,,,,,,,,,,,,,,22.50_Candidate,BtFWException,Domain-OEM,,,,,,,,P2-High,byang10,"During ACL IN EP data traffic, USB reset is de-allocating ACL IN EP buffer in the USB reset interrupt context. This asynchronous action in the USB interrupt context is leading to accessing NULL pointer in thread context while it is still processing the incoming ACL data packets. This was the cause for generating fatal exception due to NULL pointer access.",Fixed
BT-25285,689166,1-Critical,[ThinkPad JP LCFC_Lark][WW02][CCP BT22.20.1.1] System found the BT KBD and Mouse disconnected then can't find any device.,byang10,08/Jan/21 2:34 PM,Lenovo - ThinkPad JP,Fixed,FW- Transport,,,Closed,22.20.1.1,22.40,Cyclone Peak 2 (AX200),,,,,,,,,,,,,,,,,,,,,,22.40_Candidate,BtYellowBang,Domain-Functional,IVG_Support,UART,,,,,,P2-High,byang10,"There is a race between remote initiated wake and host initiated wait.
Host is sending a wake request(because of host initiated wakeuo) and firmware is expecting a wake response.
",Fixed
BT-24405,647624,1-Critical,[HP/Crescent][WHL/9560&AX200/Win10] Wireless LED show amber color (means BT OFF + WIFI off) when user turnWIFI OFF & Keep BT ON. (issue happen after 22.10),szchen,29/Dec/20 10:34 AM,HP,Fixed,Host Windows- Driver->ibtusb,,,Closed,PHBTW18298_22.10.0.2   PHBTW20175_22.20.0.3,PHBTW23288_22.30.0.4,Cyclone Peak 2 (AX200),,,,,,,,,,,,,,,,,,,,,,22.30_Candidate,Domain-OEM,IVG_TCCB_WW08/2021,,,,,,,,P2-High,szchen,"Due to TLV support in Legacy controllers, the conditional check for Operation firmware is mismatched. this has been addressed.",Fixed
BT-24267,638177,2-High,[HP/PoweredBy][Empire][WHL/CCP2-22260/20H1 19041] BT headset has noise when use SKYPE,szchen,25/Dec/20 12:27 AM,HP,Fixed,FW- Audio -> Voice,,,Closed,phbtw18298_22.10.0.2g PHBTW20175_22.20.0.3,,Cyclone Peak 2 (AX200),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,szchen,,Fixed
BT-23943,632144,1-Critical,[Lenovo ThinkPad JP][LCFC][Drift3/Ironhide3][TGL][CCP][20H2]Three new HLK Bluetooth test items appear in Win10 20H2 after installing Tile,byang10,22/Dec/20 8:45 AM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtusb,,,Closed,22.10.0.7,22.20.1.1,Cyclone Peak 2 (AX200),,,,,,,,,,,,,,,,,,,,,,IVG_Support,IVG_TCCB_WW01/2021,,,,,,,,,P2-High,byang10,"Problem statement: As part of system preparation using sysprep.exe and generalization in Windows Audit mode, the Bluetooth driver resulted in YB.

Background: The Intel Tile Node is a raw PDO that exposes interface for Tile application to send request to Driver though IO CTL interface. The raw PDO will appear as hidden device in Device manager under Other devices section without any device properties. OEMs raised a concern about the new node also requested to populate device properties for this node to adopt in the OEM Automation / testing. As part of adding the Device Properties for Tile Node, the Intel Tile Node device is made as child device for Bluetooth driver node to inherit all the properties of Parent. To achieve this, ibtusb.inf is modified to represent Tile Node as Null Device and child of Intel Bluetooth Driver.

Analysis: As part of Driver installation using MSI, the package will install all the drivers that are included in it . This is a PNP installation requirement to support Plug and Play of devices. The MSI will install all the driver including CcP and HrP which contains the Tile Node INF entries though the platform having TyP connected. The Driver will included the firmware for respective SKUs only. After Installation in audit mode and then performing Generalization, It is observed that Windows OS is loading different SKU driver Binary ( in this case it is CCP) where the TyP firmware will not be present. Due to this, the driver will result in Yellow Bang. This has been confirmed form the driver logs.

This has been narrowed down further by uninstalling the CcP and HrP SKU drivers manually after installation and then performing the Generalization in audit mode. In this case, the Windows OS is loading the driver Binary for the respective SKUs.
Few more points:
- Bluetooth Driver name (ibtusb.sys) and INF(ibtusb.inf) is same for all SKUs .
- The Intel Tile Node INF Entries are present only in HrP and CcP. These drivers are installed as part of MSI package and which binds the Tile node with ibtusb.sys/ibtusb.inf ( Additional clarification required here from MSFT )
- The issue is narrowed down only. However, the root cause of the issue still need to be investigated based on feedback from MSFT. We have Open sighting with MSFT PnP team on this (https://hsdes.intel.com/appstore/article/#/16012307683 ).

Test Coverage: As part of Test coverage, all the testing including the installation is performed in Normal windows mode. Switching between Normal OS to Audit mode and then Generalization is not covered. This is the process followed in Factories for imaging the platforms. This is the gap identified and is required to add testing coverage in Install domain areas.",Fixed
